PB030,HB030,RB050,AGE,RB090,RB220,RB230,RB240,RL010,RL020,RL030,RL040,RL050,RL060,PB190,PB200,PE010,PE020,PE030,PE040,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PL015,PL020,PL025,PL031,PL040,PL051,PL060,PL073,PL074,PL075,PL076,PL080,PL085,PL086,PL087,PL088,PL089,PL090,PL100,PL111,PL120,PL190,PL200,PL130,PL140,PL150,PY010G,PY010N,PY020G,PY021G,PY030G,PY035G,PY050G,PY050N,PY080G,PY090G,PY090N,PY100G,PY110G,PY120G,PY120N,PY130G,PY140G,AP,SL,M_K
1059380002,10593800,589.73249,62,2,\N,\N,1059380001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1971,400,3,1,2,2,\N,2,\N,1,\N,\N,7,4,61,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,21,31,\N,\N,\N,0,0,0,0,0,0,2284.7,1664.7,0,0,0,2048.39,0,0,0,0,0,1,7,2
1059390001,10593900,592.32794,49,1,\N,1059390002,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,1984,400,3,1,1,2,\N,2,\N,1,2,\N,8,3,83,\N,0,0,0,0,0,0,12,0,0,0,0,\N,\N,\N,22,24,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5854.07,0,1,7,2
1059390002,10593900,592.32794,72,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1956,200,3,1,2,2,\N,2,\N,1,\N,\N,7,3,61,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,17,30,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2364.17,243.28,0,0,0,0,1,7,2
1059400001,10594000,1168.7044,84,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1940,100,4,1,2,2,\N,2,\N,1,\N,\N,7,3,92,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,17,32,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2058.75,243.28,0,0,0,0,1,7,2
1059420001,10594200,618.86089,61,1,\N,\N,1059420002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1977,400,\N,1,2,2,\N,2,\N,1,2,\N,8,3,51,\N,0,12,0,0,0,0,0,0,0,0,0,\N,\N,\N,19,38,\N,1,2,1877.75,1740,0,0,474.18,0,0,0,0,0,0,0,0,0,0,2356.01,0,1,7,2
1059420002,10594200,618.86089,61,2,\N,\N,1059420001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1973,400,4,1,2,2,\N,2,\N,1,\N,\N,8,3,14,\N,0,0,0,0,0,0,12,0,0,0,0,\N,\N,\N,18,9,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3781.94,0,0,0,0,0,1,7,2
1059430001,10594300,363.90447,72,1,\N,\N,1059430002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1974,300,\N,1,2,2,\N,2,\N,1,\N,\N,7,3,83,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,38,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3121.45,689.3,0,0,0,0,1,7,2
1059430002,10594300,363.90447,70,2,\N,\N,1059430001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1981,400,3,1,2,2,\N,2,\N,1,\N,\N,7,3,21,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,30,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2556.98,0,0,0,0,0,1,7,2
1059450001,10594500,388.24448,52,1,\N,\N,1059450002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1988,700,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,12,40,12,0,0,0,0,0,0,0,0,0,0,\N,46,\N,24,28,3,1,2,6157.76,6000,0,0,543.06,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2
1059450002,10594500,388.24448,52,2,\N,\N,1059450001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1986,700,\N,2,3,2,\N,2,\N,\N,\N,\N,3,1,11,40,0,0,12,0,0,0,0,0,0,0,0,\N,46,\N,24,27,3,\N,\N,7387.89,6600,0,0,1350.29,0,0,0,0,0,0,0,0,215.8,172.18,0,0,1,7,2
1059460001,10594600,328.66045,61,1,\N,\N,1059460002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1972,300,3,2,3,2,\N,2,\N,\N,\N,\N,3,4,61,50,0,0,12,0,0,0,0,0,0,0,0,\N,1,\N,19,31,2,\N,\N,0,0,0,0,0,0,7416.69,7416.69,0,0,0,0,0,0,0,0,0,1,7,2
1059460002,10594600,328.66045,60,2,\N,\N,1059460001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1975,400,3,1,2,2,\N,2,\N,\N,\N,\N,3,4,61,45,0,0,12,0,0,0,0,0,0,0,0,\N,1,\N,21,31,2,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2
1059480001,10594800,1145.27251,87,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1937,100,4,1,1,2,\N,2,\N,1,\N,\N,7,3,92,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,34,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,5082.69,243.28,0,0,0,0,1,7,2
1059490001,10594900,679.67727,36,1,1059490005,\N,1059490004,\N,\N,\N,\N,\N,\N,2,1,2,\N,1993,200,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,83,40,12,0,0,0,0,0,0,0,0,0,0,\N,49,\N,20,13,2,1,2,3999.59,3600,0,0,1118.26,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2
1059490002,10594900,679.67727,13,2,1059490001,1059490004,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,7,2
1059490003,10594900,679.67727,3,2,1059490001,1059490004,\N,40,\N,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,7,2
1059490004,10594900,679.67727,31,2,\N,\N,1059490001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1999,200,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,92,40,12,0,0,0,0,0,0,0,0,0,0,\N,1,\N,20,11,12,2,2,3440.24,3360,0,0,276.2,0,0,0,0,315.78,315.78,0,0,0,0,0,0,1,7,2
1059490005,10594900,679.67727,66,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1967,300,3,1,3,2,\N,2,\N,\N,\N,\N,3,1,11,40,0,0,12,0,0,0,0,0,0,0,0,\N,49,\N,18,41,2,\N,\N,0,0,0,0,1315,0,5000,4400,0,0,0,3430.13,243.28,0,0,0,0,1,7,2
1059490006,10594900,679.67727,10,2,1059490001,1059490004,\N,\N,25,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,7,2
1059500001,10595000,397.85571,45,2,\N,\N,1059500003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1992,600,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,23,40,12,0,0,0,0,0,0,0,0,0,0,\N,85,\N,23,23,13,1,2,7466.7,5880,0,0,2363.29,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2
1059500002,10595000,397.85571,10,2,1059500003,1059500001,\N,\N,24,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,7,2
1059500003,10595000,397.85571,43,1,\N,\N,1059500001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1989,300,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,11,40,12,0,0,0,0,0,0,0,0,0,0,\N,46,\N,20,24,12,1,2,6999.62,6960,0,0,136.39,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2
1059500004,10595000,397.85571,18,1,1059500003,1059500001,\N,\N,\N,\N,\N,\N,\N,1,3,1,34,2013,200,\N,2,3,2,\N,2,\N,2,2,\N,6,\N,\N,\N,0,0,0,0,0,0,0,12,0,0,0,\N,\N,\N,\N,\N,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2
1059510001,10595100,152.01054,53,2,\N,\N,1059510002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1979,400,3,2,2,2,\N,2,\N,\N,\N,\N,1,3,22,40,12,0,0,0,0,0,0,0,0,0,0,\N,86,\N,19,21,13,1,2,5004.08,4037.89,0,0,1559.29,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2
1059510002,10595100,152.01054,55,1,\N,\N,1059510001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1978,400,\N,2,2,2,\N,2,\N,\N,\N,\N,1,3,74,40,12,0,0,0,0,0,0,0,0,0,0,\N,41,\N,20,32,13,1,2,3255.06,2760,0,0,985.57,0,0,0,0,0,0,0,0,240.13,193.05,1253.81,0,1,7,2
1059520001,10595200,400.31892,63,2,\N,\N,1059520002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1969,300,3,1,2,2,\N,2,\N,1,\N,\N,7,3,52,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,19,30,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2150.46,0,0,0,0,0,1,7,2
1059520002,10595200,400.31892,62,1,\N,\N,1059520001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1970,400,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,51,48,12,0,0,0,0,0,0,0,0,0,0,10,49,\N,18,41,13,1,2,10771.57,8209.5,0,0,3350.03,0,2134.89,2134.89,0,0,0,0,0,0,0,0,0,1,7,2
1059530001,10595300,1115.00038,75,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1963,600,3,2,2,2,\N,2,\N,1,\N,\N,7,3,23,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,21,39,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,4710.85,284.26,0,0,0,0,1,7,2
1059540001,10595400,1308.17985,31,1,\N,1059540002,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,1999,352,3,2,3,2,\N,2,\N,\N,\N,\N,1,3,62,40,0,0,0,0,12,0,0,0,0,0,0,\N,2,\N,17,3,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2
1059540002,10595400,1308.17985,58,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1974,400,3,1,1,1,4,2,\N,1,1,2,5,3,71,\N,0,0,0,0,12,0,0,0,0,0,0,\N,\N,\N,19,15,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2
1059560001,10595600,593.87581,74,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1954,100,3,2,2,2,\N,2,\N,1,\N,\N,7,3,71,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,34,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2926.17,243.28,0,0,0,0,1,7,2
1059570001,10595700,36.17158,85,1,\N,\N,1059570002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1955,300,3,2,3,2,\N,2,\N,1,\N,\N,7,3,83,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,45,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3751.24,0,0,0,0,0,2,2,1
1059570002,10595700,36.17158,80,2,\N,\N,1059570001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1953,300,3,1,2,2,\N,2,\N,1,\N,\N,7,3,22,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,19,45,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2362.87,0,0,0,0,0,2,2,1
1059570003,10595700,36.17158,49,2,1059570001,1059570002,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,1986,400,3,2,3,2,\N,2,\N,\N,\N,\N,1,3,32,40,12,0,0,0,0,0,0,0,0,0,0,\N,86,\N,21,28,13,1,1,12602.63,9553.72,0,0,4001.95,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059580001,10595800,124.61914,82,1,\N,\N,1059580002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1955,700,4,1,1,2,\N,2,\N,1,\N,\N,7,3,23,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,19,49,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3885.52,0,0,0,0,0,2,2,1
1059580002,10595800,124.61914,76,2,\N,\N,1059580001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1961,700,3,1,2,2,\N,2,\N,1,\N,\N,7,3,22,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,19,45,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3292.27,0,0,0,0,0,2,2,1
1059600001,10596000,87.65446,75,1,\N,\N,1059600002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1962,700,2,2,3,2,\N,2,\N,1,\N,\N,7,3,14,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,23,42,\N,1,1,0,0,0,0,0,0,0,0,0,0,0,3631.38,0,0,0,0,0,2,2,1
1059600002,10596000,87.65446,70,2,\N,\N,1059600001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1966,600,2,2,3,2,\N,2,\N,1,\N,\N,7,3,14,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,22,40,\N,1,1,0,0,0,0,0,0,0,0,0,0,0,3254.65,0,0,0,0,0,2,2,1
1059610001,10596100,136.81699,71,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,1960,300,3,1,2,2,\N,2,\N,1,\N,\N,7,3,83,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,19,51,\N,1,2,940.4,855.77,0,0,291.34,0,0,0,0,0,0,3431.01,0,0,0,0,0,2,2,1
1059620001,10596200,209.04505,67,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1964,300,3,1,3,2,\N,2,\N,\N,\N,\N,1,3,83,40,12,0,0,0,0,0,0,0,0,0,0,\N,49,\N,18,46,13,1,2,7721.65,6000,120,0,2392.17,0,0,0,0,0,0,8445.57,243.28,0,0,0,0,2,2,1
1059630001,10596300,1603.54086,26,1,\N,\N,1059630002,\N,\N,\N,\N,\N,\N,1,2,2,\N,2011,600,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,21,40,12,0,0,0,0,0,0,0,0,0,0,\N,43,\N,24,2,9,1,2,5028.6,4084.09,120,0,1465.77,0,0,0,0,0,0,0,0,31.62,27.7,0,0,2,2,1
1059630002,10596300,1603.54086,23,2,\N,\N,1059630001,\N,\N,\N,\N,\N,\N,1,2,1,70,2014,600,1,2,3,2,\N,2,\N,\N,\N,\N,1,3,34,40,12,0,0,0,0,0,0,0,0,0,0,\N,86,\N,23,\N,12,1,2,1741.78,1469.25,0,0,552.27,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059640001,10596400,124.88896,47,1,\N,\N,1059640002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1988,400,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,83,40,12,0,0,0,0,0,0,0,0,0,0,\N,49,\N,20,27,13,1,2,4822.34,3909.58,0,0,1493.96,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059640002,10596400,124.88896,45,2,\N,\N,1059640001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1990,400,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,73,40,12,0,0,0,0,0,0,0,0,0,0,\N,13,\N,20,21,13,1,2,7549.28,5868.19,0,0,2338.77,0,0,0,0,0,0,0,0,465.58,371.94,0,0,2,2,1
1059650001,10596500,497.43836,47,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,1991,400,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,\N,84,\N,24,16,13,1,2,7582.55,6240,0,0,1853.05,0,0,0,0,0,0,0,0,1769.93,1400.21,0,0,2,2,1
1059680001,10596800,142.74275,51,1,\N,\N,1059680003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1986,700,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,83,40,12,0,0,0,0,0,0,0,0,0,0,\N,49,\N,20,31,13,1,1,7089.62,6264,0,0,1411.37,0,0,0,0,0,0,0,400,0,0,0,0,2,2,1
1059680002,10596800,142.74275,15,2,1059680001,1059680003,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2,2,1
1059680003,10596800,142.74275,46,2,\N,\N,1059680001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1991,600,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,96,40,12,0,0,0,0,0,0,0,0,0,0,\N,85,\N,22,23,12,1,1,5755.33,4640,0,0,1748.63,175,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059690001,10596900,358.09054,52,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,1980,300,3,2,3,2,\N,2,\N,1,1,1,5,3,52,\N,0,0,0,0,12,0,0,0,0,0,0,\N,\N,\N,18,25,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059710001,10597100,65.15764,54,1,\N,\N,1059710002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1983,400,2,2,3,2,\N,2,\N,\N,\N,\N,3,1,24,40,0,0,12,0,0,0,0,0,0,0,0,\N,45,\N,20,31,12,\N,\N,6100,5547.95,0,0,1111.7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059710002,10597100,65.15764,54,2,\N,\N,1059710001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1985,700,3,1,2,2,\N,2,\N,\N,\N,\N,1,3,23,20,12,0,0,0,0,0,0,0,0,0,0,20,85,\N,23,31,13,1,2,15508.87,12064.72,0,0,5381.9,0,1475.38,1106.57,0,0,0,0,400,0,0,1447.46,0,2,2,1
1059720001,10597200,139.64141,55,1,1059720002,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,1977,300,\N,1,2,2,\N,2,\N,1,2,\N,5,3,83,\N,0,0,0,0,12,0,0,0,0,0,0,\N,\N,\N,18,17,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059720002,10597200,139.64141,90,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1939,200,4,1,2,2,\N,2,\N,1,\N,\N,7,3,83,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,43,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,4603.24,243.28,0,0,0,0,2,2,1
1059730001,10597300,76.85026,82,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1950,300,4,1,2,2,\N,2,\N,1,\N,\N,7,3,81,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,45,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3737.87,243.28,0,0,0,0,2,2,1
1059730002,10597300,76.85026,61,2,\N,\N,1059730003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1971,400,5,1,1,2,\N,2,\N,1,\N,\N,7,3,93,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,19,29,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,2119.43,0,0,0,0,0,2,2,1
1059730003,10597300,76.85026,54,1,\N,1059730001,1059730002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1978,200,\N,2,3,2,\N,2,\N,\N,\N,\N,3,2,71,42,0,0,12,0,0,0,0,0,0,0,0,\N,41,\N,21,16,1,\N,\N,8072,7576.01,0,0,1018.42,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059730004,10597300,76.85026,32,1,1059730003,1059730002,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,2002,354,\N,2,3,2,\N,2,\N,\N,\N,\N,3,1,13,40,0,0,12,0,0,0,0,0,0,0,0,\N,25,\N,20,12,4,\N,\N,0,0,0,0,0,0,7430.2,6443.52,0,0,0,0,0,0,0,0,0,2,2,1
1059740001,10597400,303.39823,83,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1941,100,4,1,2,2,\N,2,\N,1,\N,\N,7,3,71,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,33,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,5489.49,243.28,0,0,0,0,2,2,1
1059750001,10597500,325.70358,84,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,3,2,\N,1940,100,4,1,2,2,\N,2,\N,1,\N,\N,7,3,71,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,16,42,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3778.6,280.05,0,0,0,0,2,2,1
1059760001,10597600,299.938,86,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,1942,200,4,1,2,2,\N,2,\N,1,\N,\N,7,3,91,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,17,38,\N,1,2,0,0,0,0,0,0,0,0,0,0,0,3698.2,0,0,0,0,0,2,2,1
1059790001,10597900,397.73808,39,1,\N,\N,1059790003,\N,\N,\N,\N,\N,\N,2,1,2,\N,1998,600,\N,2,3,2,\N,2,\N,\N,\N,\N,3,1,24,40,0,0,12,0,0,0,0,0,0,0,0,\N,45,\N,20,19,7,\N,\N,8969.48,7048.02,0,0,2646.28,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059790002,10597900,397.73808,8,2,1059790001,1059790003,\N,\N,40,15,0,10,10,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2,2,1
1059790003,10597900,397.73808,34,2,\N,\N,1059790001,\N,\N,\N,\N,\N,\N,2,1,2,\N,2003,600,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,22,40,12,0,0,0,0,0,0,0,0,0,0,\N,47,\N,22,11,5,1,2,15640.77,12053.72,0,0,4650.07,250,0,0,0,0,0,0,0,665.02,525.36,0,0,2,2,1
1059790004,10597900,397.73808,4,1,1059790001,1059790003,\N,40,\N,0,0,10,10,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2,2,1
1059800001,10598000,121.65699,40,1,\N,1059800003,1059800002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1993,300,3,1,2,2,\N,2,\N,\N,\N,\N,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,\N,31,\N,18,21,12,1,2,4701.29,4680,0,0,73.28,0,0,0,0,965.29,965.29,0,0,0,0,461.46,0,2,2,1
1059800002,10598000,121.65699,35,2,\N,\N,1059800001,\N,\N,\N,\N,\N,\N,2,1,2,\N,2004,700,2,2,3,2,\N,2,\N,\N,\N,\N,1,3,23,36,12,0,0,0,0,0,0,0,0,0,0,\N,85,\N,25,10,13,1,2,2103.85,2103.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059800003,10598000,121.65699,67,2,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,3,2,\N,1965,300,4,1,2,2,\N,2,\N,1,\N,\N,7,2,73,\N,0,0,0,0,0,12,0,0,0,0,0,\N,\N,\N,18,38,\N,\N,\N,0,0,0,0,0,0,0,0,0,0,0,3073.77,0,0,0,0,0,2,2,1
1059800004,10598000,121.65699,46,2,\N,1059800003,\N,\N,\N,\N,\N,\N,\N,1,3,2,\N,1986,300,3,1,3,2,\N,2,\N,\N,\N,\N,1,3,75,40,12,0,0,0,0,0,0,0,0,0,0,\N,14,\N,18,28,12,1,2,4081.55,3720,0,0,591.52,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059800005,10598000,121.65699,9,1,1059800001,1059800002,\N,\N,25,10,0,0,10,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2,2,1
1059800006,10598000,121.65699,1,2,1059800001,1059800002,\N,\N,\N,\N,0,0,40,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2,2,1
1059810001,10598100,216.94717,41,1,\N,\N,1059810002,\N,\N,\N,\N,\N,\N,2,1,2,\N,1994,400,\N,2,3,2,\N,2,\N,\N,\N,\N,1,3,72,40,12,0,0,0,0,0,0,0,0,0,0,\N,45,\N,18,\N,11,1,2,3151.07,2662.95,0,0,1069.06,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
1059810002,10598100,216.94717,55,2,\N,\N,1059810001,\N,\N,\N,\N,\N,\N,2,1,2,\N,1982,700,3,2,3,2,\N,2,\N,1,2,\N,10,3,12,\N,0,0,0,0,0,0,0,0,0,12,0,\N,\N,\N,22,\N,\N,1,2,0,0,0,0,0,0,0,0,0,508.28,508.28,0,0,0,0,0,0,2,2,1
1059830001,10598300,137.49683,43,1,\N,\N,1059830002,\N,\N,\N,\N,\N,\N,2,1,2,\N,2004,700,2,2,3,2,\N,2,\N,\N,\N,\N,3,2,24,40,0,0,12,0,0,0,0,0,0,0,0,\N,47,\N,23,20,13,\N,\N,0,0,0,0,0,0,10524.16,10500,0,0,0,0,0,0,0,0,0,2,2,1
